23918.95,12.8
21082.95,11.4
21582.8,12.0
33329.35,13.9
23878.74,13.6
21204.24,12.2
22572.35,10.8
20685.0,12.5
22230.08,10.7
24700.82,10.3
23437.73,12.3
21596.72,12.0
21600.82,12.1
23970.0,13.1
20599.62,11.4
25179.23,12.3
21738.26,11.9
20868.43,11.3
23947.83,12.2
23313.31,11.9
22819.25,13.2
31313.34,9.1
19554.5,12.8
25429.22,14.0
22899.13,11.5
21521.7,12.5
20495.03,11.7
23544.31,12.2
30826.91,11.0
21290.56,12.6
25277.23,14.0
20049.82,12.0
21374.11,12.0
32539.37,13.9
22544.17,13.3
21249.65,12.2
20440.36,11.8
21664.27,12.9
24129.27,11.0
22497.92,12.8
20560.45,10.9
25103.73,12.6
21599.65,12.0
24331.61,13.0
23972.19,12.5
24522.52,12.6
20512.67,11.8
22237.94,10.7
23940.24,13.2
21755.51,11.3
23669.71,12.4
28457.06,10.2
19459.33,13.5
25139.43,13.5
23557.35,11.5
21872.71,13.3
18749.34,11.7
24992.97,11.4
31639.79,10.9
21340.03,11.8
25285.65,14.0
19210.64,10.9
21339.13,12.0
32331.4,11.7
24530.84,13.3
27475.46,13.1
19365.67,12.0
20999.03,12.5
27060.56,11.2
22422.46,13.1
21098.87,11.7
25433.83,12.8
20156.4,11.4
24895.83,13.3
22473.29,12.7
27836.91,13.0
20514.29,11.2
24806.37,11.0
25372.84,12.0
20049.08,11.6
24659.17,12.4
28453.29,10.2
20840.53,12.7
23501.46,14.1
25392.45,12.3
19788.85,13.5
22628.59,11.3
26960.94,11.6
34047.43,10.3
21372.04,12.6
25296.89,14.0
20692.16,10.9
25793.06,12.7
37835.27,13.9
22764.85,13.1
28048.55,13.1
19431.02,11.9
26421.51,12.3
28189.18,11.9
20709.58,12.5
19301.97,12.5
25928.27,12.8
19041.11,11.8
25338.48,14.3
19564.08,12.9
28139.07,13.4
20191.58,12.6
22816.42,11.8
21850.76,13.0
20007.93,11.6
28049.12,13.3
24924.73,10.7
22599.89,13.1
21836.62,14.1
27278.34,12.3
20245.46,13.5
24228.24,12.1
28141.07,10.7
34164.59,10.3
25007.9,12.9
27308.77,14.0
21428.13,11.7
26038.54,12.7
37573.82,14.2
25394.86,13.6
27733.35,12.5
22118.11,12.3
30246.38,11.7
28243.74,11.9
21525.38,12.4
21407.59,11.7
24516.41,12.3
19045.51,11.7
27898.63,13.4
20586.08,11.8
30592.4,13.3
27450.98,12.4
22764.21,11.8
21800.3,13.6
18684.61,12.0
26589.78,13.5
24973.17,11.0
23119.41,13.1
23143.28,13.9
24091.8,11.9
21490.03,13.5
25678.11,11.5
28169.69,11.1
32612.29,11.4
23066.05,13.7
29815.45,14.0
21265.89,12.0
25787.24,12.7
31972.68,11.5
20937.95,12.2
29251.01,13.1
23779.67,12.2
31643.9,11.7
28211.87,11.9
21487.6,12.4
24674.3,11.1
21397.04,13.1
20745.32,11.7
25593.84,13.2
20682.47,13.3
32301.8,13.3
28033.39,11.8
29069.17,12.3
24323.78,12.8
19853.85,11.9
26164.22,12.7
25000.81,10.4
25909.83,14.2
21118.31,11.2
24866.18,11.9
22698.64,13.9
25687.9,11.5
29664.59,11.3
32576.42,11.4
25488.13,13.5
29405.26,14.2
22588.32,12.6
23543.1,13.0
30830.04,11.1
22452.06,11.5
29361.97,13.6
26541.79,12.5
33497.07,11.8
25098.76,12.3
21575.4,12.4
24645.12,11.5
21114.48,12.3
22153.42,11.1
27526.72,12.8
26064.62,13.1
33609.98,14.7
30698.94,12.9
27855.3,11.9
22480.75,13.6
21926.11,11.9
