16010.59,6.6
15947.11,6.6
13864.59,8.2
16100.44,8.9
13456.3,8.6
13352.98,7.6
15865.6,9.3
12427.09,8.0
13693.01,7.9
17207.89,7.7
17947.52,7.1
16289.28,9.3
13595.55,8.8
17862.58,9.1
17978.61,8.6
20452.02,9.6
22986.51,8.9
13055.32,8.8
15404.5,9.3
19647.73,7.4
16351.54,8.1
13367.87,8.4
13629.12,8.4
14177.91,8.1
18944.64,10.2
19429.37,8.7
22240.46,6.9
15341.24,8.6
14484.13,8.8
19265.25,7.6
17466.11,7.0
13567.72,7.6
13869.04,8.2
16106.27,8.9
13458.63,8.6
14094.99,7.6
14529.4,9.1
12419.48,8.0
13696.73,8.3
15917.64,7.7
17994.71,7.1
15983.69,8.9
13632.36,8.8
17856.23,9.3
18012.53,9.4
18758.69,10.1
22977.53,10.1
13663.52,8.8
15977.88,9.3
19641.08,7.0
16348.34,8.1
14590.68,7.8
14475.43,9.2
13344.76,8.1
18942.02,10.6
19425.32,8.8
15697.59,8.1
16636.63,8.6
17794.81,7.9
19300.68,7.6
18818.51,7.2
13601.97,7.6
13946.26,8.2
16585.18,8.5
13543.41,8.6
13814.61,7.6
14517.32,9.0
12418.11,8.0
14034.86,7.9
15555.68,7.7
16411.26,7.1
14687.82,9.0
13634.27,9.0
17849.5,9.3
18059.88,9.4
20495.55,9.7
20928.17,9.5
15245.98,8.2
16422.73,9.3
19633.49,7.0
16344.85,8.1
16833.38,7.0
13966.11,8.2
15000.31,8.5
18973.78,10.6
16951.82,8.5
15104.08,7.9
20595.43,9.0
18177.79,8.5
22228.43,7.9
18854.73,7.2
13642.82,7.6
15520.81,7.6
16696.01,8.5
14248.69,8.0
13858.87,7.6
14831.06,8.9
14088.51,8.0
14597.57,8.4
14388.01,8.4
16347.44,6.5
14640.05,9.0
14445.32,8.5
17762.21,8.7
18016.97,9.4
19734.05,7.8
20961.17,9.5
16893.29,8.5
22291.99,9.2
18770.78,7.0
14964.43,8.1
16899.3,7.0
15338.07,9.0
17225.19,8.6
18973.78,10.6
16908.77,8.5
17178.78,8.4
17732.42,9.0
19005.24,8.4
20762.16,7.5
15737.59,8.2
15574.57,7.9
16944.06,8.0
19083.31,8.7
13872.12,8.3
15567.58,8.0
13982.89,8.7
15646.29,8.7
14674.43,8.4
14341.36,8.0
16346.81,7.1
16796.32,8.0
13752.32,8.4
16069.16,9.6
18046.43,9.4
19603.02,7.6
20891.46,9.5
15611.67,8.5
22331.91,8.6
18647.53,7.0
14897.64,8.1
16697.99,9.1
17356.61,8.6
17228.47,8.6
16849.78,10.1
17523.46,7.9
17220.17,8.4
20637.36,9.4
19005.1,8.4
22789.07,7.8
15587.29,7.7
16111.79,7.9
18238.34,8.9
19049.25,8.7
15052.27,8.8
15576.49,8.0
16453.92,8.4
14988.8,9.6
14972.94,8.4
13766.01,8.6
17956.74,7.3
19104.68,8.2
15435.13,9.3
14062.47,8.2
18051.48,9.7
19640.72,7.8
20844.93,9.1
19200.29,7.9
12710.17,8.0
16054.83,7.6
18429.88,8.1
16703.7,9.1
16287.41,8.9
17393.62,7.8
17829.63,9.5
18814.21,8.4
16896.99,8.6
22688.24,10.2
19635.45,8.4
22842.76,7.8
15070.37,8.1
16118.53,7.9
18193.44,8.9
19055.33,8.7
15049.31,8.8
14424.58,8.4
18929.28,8.2
19863.97,7.9
15439.89,8.4
14326.14,7.8
17968.88,6.5
19174.91,8.2
15573.34,9.4
14061.66,8.0
20804.79,8.7
13079.09,8.4
17730.94,9.1
21788.24,7.3
13235.55,8.6
17170.94,7.2
23767.25,8.4
15827.84,8.9
14610.17,9.0
20811.13,7.5
19213.99,8.9
20470.52,7.6
16319.02,7.3
22728.26,10.2
19727.59,8.4
22225.08,8.6
16576.91,8.0
14967.23,8.3
18260.1,8.9
23544.24,8.4
15049.93,8.8
14993.17,8.7
18928.54,8.6
20187.48,7.9
15936.24,9.6
13942.15,8.5
19915.24,7.0
19916.54,7.3
19630.69,9.6
16083.18,8.7
20884.52,8.7
16636.13,8.9
19369.21,8.5
19814.54,7.9
14200.08,8.6
15733.73,7.6
23740.88,8.4
15899.56,8.9
17149.42,8.6
19047.83,8.1
22574.81,8.3
22416.86,7.9
13832.95,7.6
24128.26,10.0
18372.72,9.0
23672.88,8.5
17838.66,8.4
17317.07,8.6
21800.26,8.3
27957.82,7.0
16180.39,8.8
15034.81,8.7
17925.83,8.7
20156.22,8.3
15936.53,9.6
13919.7,8.9
21673.21,8.0
21722.05,7.5
15105.3,8.8
16086.47,8.1
21441.46,7.9
18151.58,9.5
21586.63,8.5
16580.71,8.5
16581.16,9.2
16347.1,7.9
23774.15,8.4
16732.9,8.1
18469.03,9.6
16444.97,8.1
25968.47,7.7
23327.33,7.9
14218.67,7.6
24129.05,10.1
20392.83,9.0
14367.12,8.6
17799.74,8.4
20430.94,8.9
23341.37,8.3
29068.46,7.2
16666.9,8.8
17544.09,7.9
20853.49,8.1
20653.3,8.3
15931.28,9.6
15994.34,9.4
22874.16,7.9
21920.23,7.5
15109.46,8.8
16091.85,8.8
21594.33,8.6
18155.19,9.5
21604.18,8.7
15009.13,7.4
15067.25,8.6
19697.1,8.2
24774.13,7.8
16728.33,8.1
19843.12,9.5
16444.31,7.7
27791.32,8.5
23329.35,7.3
15119.51,8.7
24161.77,10.1
21908.78,8.7
14367.12,8.6
16965.36,8.4
18942.95,9.7
14911.84,9.6
27114.42,8.1
19901.22,9.1
16781.19,8.0
22874.86,7.5
22051.05,7.7
13551.58,9.0
19311.69,10.5
22950.19,8.1
22792.46,7.9
15108.11,8.8
19379.55,8.2
23252.74,9.4
16912.03,7.7
21635.64,9.1
16653.61,8.1
16319.72,8.6
19768.78,8.2
23949.04,8.5
17855.8,8.1
20929.09,9.3
17054.25,7.9
20359.2,8.5
21156.44,7.7
13937.63,7.5
24161.68,10.1
21589.42,8.3
14207.29,8.6
15435.45,9.2
18947.49,9.7
13778.64,9.0
26076.15,8.1
19001.79,9.5
19227.8,8.4
20461.15,8.1
22061.05,7.7
15116.82,9.2
17798.47,9.3
19627.51,8.5
23077.37,7.9
15138.26,8.8
19378.09,8.2
20462.49,8.1
16376.83,8.0
21572.84,8.9
16832.11,8.1
21864.66,9.6
21510.32,9.0
25346.66,8.9
18393.6,9.0
20110.73,8.3
18683.01,8.4
17575.67,8.7
21159.64,7.7
14041.67,7.5
24964.98,10.3
20432.16,8.3
14818.21,9.4
15422.75,9.2
21986.39,9.7
13826.44,9.0
27958.38,7.3
21511.84,9.3
19155.82,8.4
21179.83,8.1
22069.19,7.7
15007.44,8.1
18943.41,9.3
19701.62,8.5
22791.45,7.5
15140.81,9.1
19382.92,8.1
17507.74,8.5
16386.15,8.0
22436.75,9.1
16834.73,7.9
21853.04,9.6
21877.46,9.6
26949.22,8.9
18431.1,9.4
20186.9,8.3
17117.69,7.9
17222.15,8.3
22229.68,8.1
14644.4,7.9
26410.77,10.1
19128.68,8.5
15652.25,9.4
15332.99,8.6
23306.34,9.7
13826.44,9.0
24914.61,7.9
21486.06,8.7
20702.5,9.1
16573.18,8.0
24998.73,7.2
15289.59,8.5
18081.41,8.1
20462.93,9.1
22792.07,8.3
15143.46,9.1
19641.69,8.1
17510.07,8.5
16708.04,8.0
23316.46,8.3
15398.69,8.7
21774.59,9.5
21917.94,9.5
24922.46,8.5
19399.47,9.1
20191.39,8.3
15194.38,8.8
16033.85,8.4
22272.94,8.1
15784.63,8.1
26743.55,10.3
19128.66,8.5
15651.67,9.7
17018.3,8.6
21632.72,9.7
16552.79,9.4
24917.67,7.9
21601.38,9.5
21731.25,9.5
18106.69,9.1
24693.18,7.1
15286.79,8.5
19849.43,7.7
20520.31,9.1
21595.5,8.5
15146.01,9.4
19558.42,8.1
18837.87,8.5
18855.32,8.3
25499.05,8.5
17408.12,8.3
21740.82,9.9
22821.7,9.9
21546.54,8.9
22826.61,9.1
23582.59,8.9
14197.31,8.0
14709.07,9.2
21082.59,7.7
17240.02,7.7
26779.97,10.3
18039.69,8.3
15660.23,9.7
18058.57,9.0
21671.9,9.7
16543.56,9.0
21072.84,8.9
23048.21,9.5
21721.3,9.5
18104.73,9.1
27233.38,7.3
14690.74,9.5
22250.73,8.7
22682.82,9.6
21274.05,8.5
15261.58,8.6
19362.99,8.9
18148.95,9.7
18890.38,8.3
25934.06,8.5
15307.98,8.7
18384.78,9.3
23504.95,9.9
24893.13,8.5
25156.33,9.1
23625.93,8.9
15196.88,7.9
15687.51,8.4
21133.52,7.7
18594.01,8.3
26394.33,10.5
18429.31,9.1
16181.85,9.8
18058.36,8.4
23722.7,9.7
15690.85,8.4
21101.77,8.9
17499.67,7.7
21787.56,9.3
16719.88,8.5
25863.21,8.1
16470.3,8.9
17625.57,7.9
21613.07,9.6
21237.69,8.5
15261.81,8.6
19457.73,8.7
18802.16,7.6
19224.61,8.1
23916.66,9.1
16548.12,8.7
18383.91,9.3
24003.55,9.1
24889.08,8.5
27170.91,9.7
22151.88,8.1
16668.31,8.3
14585.24,8.1
21135.54,7.6
16056.15,7.0
18637.78,6.2
